"plot_id","monad","sample","title","caption","surv_habitat"
135459,"SM7309",1124665,"Inventory survey","NPMS Management","Grazing - rabbits / deer"
135459,"SM7309",1124665,"Inventory survey","NPMS Habitat","Dry acid grassland"
135460,"SM7309",1124668,"Inventory survey","NPMS Grazing","Moderate"
135460,"SM7309",1124668,"Inventory survey","NPMS Habitat","Dry acid grassland"
135460,"SM7309",1124668,"Inventory survey","NPMS Management","Grazing - rabbits / deer"
135461,"SM7309",1124678,"Inventory survey","NPMS Grazing","High"
135461,"SM7309",1124678,"Inventory survey","NPMS Habitat","Dry acid grassland"
135461,"SM7309",1124678,"Inventory survey","NPMS Management","Grazing - rabbits / deer"
135463,"SM7309",1124708,"Inventory survey","NPMS Habitat","Dry acid grassland"
135463,"SM7309",1124708,"Inventory survey","NPMS Grazing","High"
135463,"SM7309",1124708,"Inventory survey","NPMS Management","Grazing - rabbits / deer"
135061,"SJ2213",1125139,"Wildflower survey","NPMS Habitat","Dry deciduous woodland"
135066,"SJ2213",1125146,"Wildflower survey","NPMS Management","Cutting / mowing"
135066,"SJ2213",1125146,"Wildflower survey","NPMS Habitat","Hedgerows of native species"
135073,"SJ2213",1125148,"Wildflower survey","NPMS Grazing","High"
135073,"SJ2213",1125148,"Wildflower survey","NPMS Management","Grazing - livestock"
135073,"SJ2213",1125148,"Wildflower survey","NPMS Habitat","Neutral damp grassland"
135075,"SJ2213",1125149,"Wildflower survey","NPMS Habitat","Acid fens, mires and springs"
135075,"SJ2213",1125149,"Wildflower survey","NPMS Management","Grazing - livestock"
135075,"SJ2213",1125149,"Wildflower survey","NPMS Management","Fertilised to improve soil fertility"
135075,"SJ2213",1125149,"Wildflower survey","NPMS Grazing","High"
135076,"SJ2213",1125150,"Wildflower survey","NPMS Management","Fenced to exclude grazing"
135076,"SJ2213",1125150,"Wildflower survey","NPMS Habitat","Dry acid grassland"
135076,"SJ2213",1125150,"Wildflower survey","NPMS Management","Tree planting"
144440,"SK2172",1125168,"Wildflower survey","NPMS Habitat","Dry calcareous grassland"
144440,"SK2172",1125168,"Wildflower survey","NPMS Management","Grazing - livestock"
144440,"SK2172",1125168,"Wildflower survey","NPMS Grazing","Moderate"
144440,"SK2172",1125171,"Wildflower survey","NPMS Habitat","Dry calcareous grassland"
144440,"SK2172",1125171,"Wildflower survey","NPMS Management","Grazing - livestock"
144440,"SK2172",1125171,"Wildflower survey","NPMS Grazing","Moderate"
144441,"SK2172",1125172,"Wildflower survey","NPMS Habitat","Dry calcareous grassland"
144441,"SK2172",1125172,"Wildflower survey","NPMS Management","Grazing - livestock"
144441,"SK2172",1125172,"Wildflower survey","NPMS Grazing","Moderate"
144441,"SK2172",1125173,"Wildflower survey","NPMS Grazing","Moderate"
144441,"SK2172",1125173,"Wildflower survey","NPMS Habitat","Dry calcareous grassland"
144441,"SK2172",1125173,"Wildflower survey","NPMS Management","Grazing - livestock"
135462,"SM7309",1125391,"Inventory survey","NPMS Grazing","High"
135462,"SM7309",1125391,"Inventory survey","NPMS Habitat","Dry acid grassland"
135462,"SM7309",1125391,"Inventory survey","NPMS Management","Grazing - rabbits / deer"
135462,"SM7309",1125396,"Inventory survey","NPMS Grazing","Moderate"
135462,"SM7309",1125396,"Inventory survey","NPMS Management","Grazing - rabbits / deer"
135462,"SM7309",1125396,"Inventory survey","NPMS Habitat","Dry acid grassland"
136624,"SP4951",1125466,"Indicator survey","NPMS Habitat","Lowland grassland"
136624,"SP4951",1125466,"Indicator survey","NPMS Management","Grazing - livestock"
136624,"SP4951",1125466,"Indicator survey","NPMS Management","Cutting / mowing"
136624,"SP4951",1125466,"Indicator survey","NPMS Management","Path, track or road works"
136624,"SP4951",1125466,"Indicator survey","NPMS Management","Grazing - rabbits / deer"
136624,"SP4951",1125466,"Indicator survey","NPMS Grazing","Low"
144454,"TQ8353",1125910,"Indicator survey","NPMS Management","Fenced to exclude grazing"
144454,"TQ8353",1125910,"Indicator survey","NPMS Habitat","Dry calcareous grassland"
144454,"TQ8353",1125910,"Indicator survey","NPMS Grazing","Low"
144454,"TQ8353",1125910,"Indicator survey","NPMS Management","Cutting / mowing"
143212,"NT3167",1126022,"Indicator survey","NPMS Grazing","Low"
143212,"NT3167",1126022,"Indicator survey","NPMS Habitat","Dry deciduous woodland"
144467,"SP2776",1127751,"Wildflower survey","NPMS Management","Arable cropping"
144467,"SP2776",1127751,"Wildflower survey","NPMS Habitat","Hedgerows of native species"
144467,"SP2776",1127751,"Wildflower survey","NPMS Grazing","Low"
144468,"SP2776",1127759,"Wildflower survey","NPMS Management","Fenced to exclude grazing"
144468,"SP2776",1127759,"Wildflower survey","NPMS Habitat","Neutral pastures and meadows"
144469,"SP2776",1127824,"Wildflower survey","NPMS Habitat","Neutral pastures and meadows"
144469,"SP2776",1127824,"Wildflower survey","NPMS Management","Fenced to exclude grazing"
144490,"NO5028",1128413,"Indicator survey","NPMS Habitat","Coastal sand dunes"
144490,"NO5028",1128413,"Indicator survey","NPMS Grazing","Low"
144490,"NO5028",1128413,"Indicator survey","NPMS Management","Grazing - rabbits / deer"
144489,"NO5028",1128438,"Indicator survey","NPMS Grazing","Low"
144489,"NO5028",1128438,"Indicator survey","NPMS Habitat","Coastal sand dunes"
144489,"NO5028",1128438,"Indicator survey","NPMS Management","Grazing - livestock"
144489,"NO5028",1128438,"Indicator survey","NPMS Management","Grazing - rabbits / deer"
144485,"TL8904",1128656,"Indicator survey","NPMS Habitat","Lowland grassland"
144485,"TL8904",1128656,"Indicator survey","NPMS Management","Cutting / mowing"
144486,"TL8904",1128742,"Indicator survey","NPMS Habitat","Coastal saltmarsh"
144486,"TL8904",1128761,"Indicator survey","NPMS Habitat","Coastal saltmarsh"
144492,"NO5028",1128774,"Indicator survey","NPMS Management","Grazing - rabbits / deer"
144492,"NO5028",1128774,"Indicator survey","NPMS Grazing","Low"
144492,"NO5028",1128774,"Indicator survey","NPMS Habitat","Coast"
144486,"TL8904",1128775,"Indicator survey","NPMS Habitat","Coastal saltmarsh"
144485,"TL8904",1128782,"Indicator survey","NPMS Management","Cutting / mowing"
144485,"TL8904",1128782,"Indicator survey","NPMS Habitat","Lowland grassland"
144491,"NO5028",1128785,"Indicator survey","NPMS Grazing","Low"
144491,"NO5028",1128785,"Indicator survey","NPMS Habitat","Coast"
144491,"NO5028",1128785,"Indicator survey","NPMS Management","Grazing - rabbits / deer"
144485,"TL8904",1128802,"Indicator survey","NPMS Management","Cutting / mowing"
144485,"TL8904",1128802,"Indicator survey","NPMS Habitat","Lowland grassland"
144487,"TL8904",1128810,"Indicator survey","NPMS Habitat","Lowland grassland"
144487,"TL8904",1128810,"Indicator survey","NPMS Management","Cutting / mowing"
144487,"TL8904",1128827,"Indicator survey","NPMS Habitat","Lowland grassland"
144487,"TL8904",1128827,"Indicator survey","NPMS Management","Cutting / mowing"
144493,"TL8904",1128845,"Indicator survey","NPMS Habitat","Hedgerows of native species"
144493,"TL8904",1128850,"Indicator survey","NPMS Habitat","Hedgerows of native species"
144494,"SE1582",1129082,"Inventory survey","NPMS Habitat","Dry heathland"
144495,"SE1582",1129191,"Inventory survey","NPMS Habitat","Dry heathland"
144498,"NY4638",1129291,"Inventory survey","NPMS Habitat","Freshwater"
144497,"SE1582",1129292,"Inventory survey","NPMS Grazing","Moderate"
144497,"SE1582",1129292,"Inventory survey","NPMS Management","Grazing - rabbits / deer"
144497,"SE1582",1129292,"Inventory survey","NPMS Habitat","Montane acid grassland"
144497,"SE1582",1129292,"Inventory survey","NPMS Management","Grazing - livestock"
144402,"SK2516",1129492,"Inventory survey","NPMS Management","Hedge-laying"
144402,"SK2516",1129492,"Inventory survey","NPMS Grazing","Low"
144402,"SK2516",1129492,"Inventory survey","NPMS Management","Path, track or road works"
144402,"SK2516",1129492,"Inventory survey","NPMS Management","Scrub clearance / tree felling"
144402,"SK2516",1129492,"Inventory survey","NPMS Management","Fenced to exclude grazing"
144402,"SK2516",1129492,"Inventory survey","NPMS Management","Tree planting"
144402,"SK2516",1129492,"Inventory survey","NPMS Management","Water regime regulation"
144402,"SK2516",1129492,"Inventory survey","NPMS Habitat","Nutrient-rich lakes and ponds"
44309,"SH5731",1129662,"Inventory survey","NPMS Habitat","Coastal sand dunes"
44309,"SH5731",1129662,"Inventory survey","NPMS Grazing","High"
144516,"ND2558",1129680,"Inventory survey","NPMS Grazing","Low"
144516,"ND2558",1129680,"Inventory survey","NPMS Habitat","Base-rich fens, mires and springs"
45992,"SD4497",1130078,"Wildflower survey","NPMS Grazing","Low"
45992,"SD4497",1130078,"Wildflower survey","NPMS Management","Grazing - livestock"
45992,"SD4497",1130078,"Wildflower survey","NPMS Habitat","Upland grassland"
144533,"SP0720",1130120,"Indicator survey","NPMS Grazing","Low"
144533,"SP0720",1130120,"Indicator survey","NPMS Habitat","Hedgerows of native species"
144533,"SP0720",1130128,"Indicator survey","NPMS Habitat","Hedgerows of native species"
144533,"SP0720",1130128,"Indicator survey","NPMS Grazing","Low"
144532,"SP0720",1130197,"Indicator survey","NPMS Habitat","Broadleaved woodland, hedges and scrub"
144473,"SJ3373",1130212,"Wildflower survey","NPMS Grazing","Low"
144473,"SJ3373",1130212,"Wildflower survey","NPMS Habitat","Nutrient-poor lakes and ponds"
144473,"SJ3373",1130212,"Wildflower survey","NPMS Management","Grazing - livestock"
144534,"SP0720",1130227,"Indicator survey","NPMS Grazing","Low"
144534,"SP0720",1130227,"Indicator survey","NPMS Habitat","Rivers and streams"
144535,"SP0720",1130280,"Indicator survey","NPMS Habitat","Dry calcareous grassland"
144535,"SP0720",1130280,"Indicator survey","NPMS Grazing","Moderate"
144535,"SP0720",1130280,"Indicator survey","NPMS Management","Grazing - livestock"
144480,"SJ3373",1130319,"Wildflower survey","NPMS Management","Herbicides to control weeds"
144480,"SJ3373",1130319,"Wildflower survey","NPMS Habitat","Arable margins"
144480,"SJ3373",1130319,"Wildflower survey","NPMS Management","Arable cropping"
144536,"SP0720",1130355,"Indicator survey","NPMS Management","Herbicides to control weeds"
144536,"SP0720",1130355,"Indicator survey","NPMS Management","Arable cropping"
144536,"SP0720",1130355,"Indicator survey","NPMS Habitat","Arable field margins"
144536,"SP0720",1130355,"Indicator survey","NPMS Grazing","Low"
144481,"SJ3373",1130451,"Wildflower survey","NPMS Habitat","Hedgerows of native species"
144481,"SJ3373",1130451,"Wildflower survey","NPMS Management","Cutting / mowing"
43814,"SW7338",1130654,"Wildflower survey","NPMS Grazing","Moderate"
43814,"SW7338",1130654,"Wildflower survey","NPMS Management","Grazing - rabbits / deer"
43814,"SW7338",1130654,"Wildflower survey","NPMS Management","Grazing - livestock"
43814,"SW7338",1130654,"Wildflower survey","NPMS Habitat","Neutral pastures and meadows"
144536,"SP0720",1130659,"Indicator survey","NPMS Habitat","Arable field margins"
144536,"SP0720",1130659,"Indicator survey","NPMS Management","Herbicides to control weeds"
144536,"SP0720",1130659,"Indicator survey","NPMS Management","Arable cropping"
43815,"SW7338",1130666,"Wildflower survey","NPMS Habitat","Nutrient-rich lakes and ponds"
43815,"SW7338",1130666,"Wildflower survey","NPMS Grazing","Moderate"
43815,"SW7338",1130666,"Wildflower survey","NPMS Management","Grazing - rabbits / deer"
43815,"SW7338",1130666,"Wildflower survey","NPMS Management","Grazing - livestock"
144539,"SW7338",1130834,"Wildflower survey","NPMS Grazing","Low"
144539,"SW7338",1130834,"Wildflower survey","NPMS Management","Arable cropping"
144539,"SW7338",1130834,"Wildflower survey","NPMS Habitat","Arable margins"
144539,"SW7338",1130837,"Wildflower survey","NPMS Grazing","Low"
144539,"SW7338",1130837,"Wildflower survey","NPMS Management","Arable cropping"
144539,"SW7338",1130837,"Wildflower survey","NPMS Habitat","Arable field margins"
144538,"SW7338",1130854,"Wildflower survey","NPMS Habitat","Rivers and streams"
144538,"SW7338",1130854,"Wildflower survey","NPMS Grazing","Low"
144538,"SW7338",1130867,"Wildflower survey","NPMS Habitat","Rivers and streams"
144538,"SW7338",1130867,"Wildflower survey","NPMS Grazing","Low"
44294,"SW7338",1130893,"Wildflower survey","NPMS Management","Tree planting"
44294,"SW7338",1130893,"Wildflower survey","NPMS Habitat","Dry deciduous woodland"
44294,"SW7338",1130893,"Wildflower survey","NPMS Grazing","Low"
144546,"TQ3782",1131308,"Wildflower survey","NPMS Habitat","Broadleaved woodland, hedges and scrub"
135542,"SP1030",1131422,"Indicator survey","NPMS Habitat","Hedgerows of native species"
144395,"TQ5554",1131551,"Inventory survey","NPMS Grazing","Low"
144395,"TQ5554",1131551,"Inventory survey","NPMS Management","Tree planting"
144395,"TQ5554",1131551,"Inventory survey","NPMS Habitat","Broadleaved woodland, hedges and scrub"
144395,"TQ5554",1131559,"Inventory survey","NPMS Habitat","Broadleaved woodland, hedges and scrub"
144395,"TQ5554",1131559,"Inventory survey","NPMS Grazing","Low"
144395,"TQ5554",1131559,"Inventory survey","NPMS Management","Tree planting"
144545,"NG3926",1131561,"Wildflower survey","NPMS Management","Grazing - rabbits / deer"
144545,"NG3926",1131561,"Wildflower survey","NPMS Management","Fenced to exclude grazing"
144545,"NG3926",1131561,"Wildflower survey","NPMS Grazing","Low"
144545,"NG3926",1131561,"Wildflower survey","NPMS Habitat","Wet heath"
135543,"SP1030",1131564,"Indicator survey","NPMS Management","Grazing - livestock"
135543,"SP1030",1131564,"Indicator survey","NPMS Habitat","Dry calcareous grassland"
135543,"SP1030",1131564,"Indicator survey","NPMS Grazing","High"
144540,"SP3552",1131566,"Inventory survey","NPMS Habitat","Arable field margins"
144540,"SP3552",1131566,"Inventory survey","NPMS Management","Herbicides to control weeds"
144540,"SP3552",1131566,"Inventory survey","NPMS Management","Fertilised to improve soil fertility"
144540,"SP3552",1131566,"Inventory survey","NPMS Management","Grazing - rabbits / deer"
144540,"SP3552",1131566,"Inventory survey","NPMS Management","Arable cropping"
144540,"SP3552",1131566,"Inventory survey","NPMS Grazing","Moderate"
135544,"SP1030",1131568,"Indicator survey","NPMS Habitat","Arable field margins"
135544,"SP1030",1131569,"Indicator survey","NPMS Habitat","Arable field margins"
144545,"NG3926",1131570,"Wildflower survey","NPMS Management","Grazing - rabbits / deer"
144545,"NG3926",1131570,"Wildflower survey","NPMS Grazing","Low"
144545,"NG3926",1131570,"Wildflower survey","NPMS Habitat","Wet heath"
144545,"NG3926",1131570,"Wildflower survey","NPMS Management","Fenced to exclude grazing"
135544,"SP1030",1131572,"Indicator survey","NPMS Habitat","Arable field margins"
135543,"SP1030",1131576,"Indicator survey","NPMS Grazing","High"
135543,"SP1030",1131576,"Indicator survey","NPMS Habitat","Dry calcareous grassland"
135544,"SP1030",1131579,"Indicator survey","NPMS Habitat","Arable field margins"
144549,"NG3926",1131583,"Wildflower survey","NPMS Grazing","Low"
144549,"NG3926",1131583,"Wildflower survey","NPMS Management","Fenced to exclude grazing"
144549,"NG3926",1131583,"Wildflower survey","NPMS Habitat","Blanket bog"
144549,"NG3926",1131583,"Wildflower survey","NPMS Management","Grazing - rabbits / deer"
135544,"SP1030",1131586,"Indicator survey","NPMS Habitat","Arable field margins"
144549,"NG3926",1131594,"Wildflower survey","NPMS Management","Fenced to exclude grazing"
144549,"NG3926",1131594,"Wildflower survey","NPMS Grazing","Low"
144549,"NG3926",1131594,"Wildflower survey","NPMS Habitat","Blanket bog"
144549,"NG3926",1131594,"Wildflower survey","NPMS Management","Grazing - rabbits / deer"
135541,"SP1030",1131595,"Indicator survey","NPMS Habitat","Dry deciduous woodland"
135542,"SP1030",1131601,"Indicator survey","NPMS Habitat","Hedgerows of native species"
144552,"NG3926",1131628,"Wildflower survey","NPMS Grazing","Low"
144552,"NG3926",1131628,"Wildflower survey","NPMS Management","Grazing - rabbits / deer"
144552,"NG3926",1131628,"Wildflower survey","NPMS Management","Fenced to exclude grazing"
144552,"NG3926",1131628,"Wildflower survey","NPMS Habitat","Wet heath"
144552,"NG3926",1131635,"Wildflower survey","NPMS Grazing","Low"
144552,"NG3926",1131635,"Wildflower survey","NPMS Habitat","Wet heath"
144552,"NG3926",1131635,"Wildflower survey","NPMS Management","Fenced to exclude grazing"
144552,"NG3926",1131635,"Wildflower survey","NPMS Management","Grazing - rabbits / deer"
144548,"NG3926",1131670,"Wildflower survey","NPMS Management","Grazing - rabbits / deer"
144548,"NG3926",1131670,"Wildflower survey","NPMS Habitat","Wet heath"
144548,"NG3926",1131670,"Wildflower survey","NPMS Management","Fenced to exclude grazing"
144548,"NG3926",1131670,"Wildflower survey","NPMS Grazing","Low"
144548,"NG3926",1131703,"Wildflower survey","NPMS Management","Grazing - rabbits / deer"
144548,"NG3926",1131703,"Wildflower survey","NPMS Grazing","Low"
144548,"NG3926",1131703,"Wildflower survey","NPMS Management","Fenced to exclude grazing"
144548,"NG3926",1131703,"Wildflower survey","NPMS Habitat","Wet heath"
144542,"SP3552",1131757,"Inventory survey","NPMS Grazing","Low"
144542,"SP3552",1131757,"Inventory survey","NPMS Management","Cutting / mowing"
144542,"SP3552",1131757,"Inventory survey","NPMS Habitat","Hedgerows of native species"
144553,"NG3926",1131766,"Wildflower survey","NPMS Habitat","Wet heath"
144553,"NG3926",1131766,"Wildflower survey","NPMS Management","Grazing - rabbits / deer"
144553,"NG3926",1131766,"Wildflower survey","NPMS Management","Fenced to exclude grazing"
144553,"NG3926",1131766,"Wildflower survey","NPMS Grazing","Low"
144553,"NG3926",1131770,"Wildflower survey","NPMS Management","Grazing - rabbits / deer"
144553,"NG3926",1131770,"Wildflower survey","NPMS Management","Fenced to exclude grazing"
144553,"NG3926",1131770,"Wildflower survey","NPMS Grazing","Low"
144553,"NG3926",1131770,"Wildflower survey","NPMS Habitat","Wet heath"
144544,"SP3552",1131776,"Inventory survey","NPMS Grazing","Low"
144544,"SP3552",1131776,"Inventory survey","NPMS Habitat","Nutrient-rich lakes and ponds"
144572,"SS6089",1131886,"Wildflower survey","NPMS Habitat","Wet woodland"
144572,"SS6089",1131897,"Wildflower survey","NPMS Grazing","Moderate"
144572,"SS6089",1131897,"Wildflower survey","NPMS Management","Grazing - livestock"
144572,"SS6089",1131897,"Wildflower survey","NPMS Habitat","Wet heath"
144573,"SS6089",1131911,"Wildflower survey","NPMS Management","Grazing - livestock"
144573,"SS6089",1131911,"Wildflower survey","NPMS Grazing","Moderate"
144573,"SS6089",1131911,"Wildflower survey","NPMS Habitat","Wet heath"
144575,"SS6089",1131928,"Wildflower survey","NPMS Habitat","Neutral damp grassland"
144577,"SS6089",1132124,"Wildflower survey","NPMS Habitat","Dry heathland"
144577,"SS6089",1132124,"Wildflower survey","NPMS Grazing","Low"
144579,"SS6089",1132139,"Wildflower survey","NPMS Grazing","High"
144579,"SS6089",1132139,"Wildflower survey","NPMS Habitat","Acid fens, mires and springs"
144579,"SS6089",1132139,"Wildflower survey","NPMS Management","Grazing - livestock"
144551,"SP3552",1132195,"Inventory survey","NPMS Management","Tree planting"
144551,"SP3552",1132195,"Inventory survey","NPMS Habitat","Dry deciduous woodland"
144551,"SP3552",1132195,"Inventory survey","NPMS Grazing","Low"
144551,"SP3552",1132195,"Inventory survey","NPMS Management","Other"
144557,"SP3552",1132204,"Inventory survey","NPMS Habitat","Hedgerows of native species"
144557,"SP3552",1132204,"Inventory survey","NPMS Grazing","Low"
144557,"SP3552",1132204,"Inventory survey","NPMS Management","Cutting / mowing"
144554,"SP3552",1132207,"Inventory survey","NPMS Management","Cutting / mowing"
144554,"SP3552",1132207,"Inventory survey","NPMS Habitat","Neutral damp grassland"
144034,"SE2819",1132450,"Wildflower survey","NPMS Management","Other"
144034,"SE2819",1132450,"Wildflower survey","NPMS Habitat","Dry deciduous woodland"
143933,"SE2819",1132456,"Wildflower survey","NPMS Management","Grazing - livestock"
143933,"SE2819",1132456,"Wildflower survey","NPMS Grazing","Moderate"
143933,"SE2819",1132456,"Wildflower survey","NPMS Habitat","Neutral pastures and meadows"
144032,"SE2819",1132460,"Wildflower survey","NPMS Management","Cutting / mowing"
144032,"SE2819",1132460,"Wildflower survey","NPMS Grazing","Low"
144032,"SE2819",1132460,"Wildflower survey","NPMS Habitat","Hedgerows of native species"
143507,"SE2819",1132476,"Wildflower survey","NPMS Grazing","Low"
143507,"SE2819",1132476,"Wildflower survey","NPMS Habitat","Hedgerows of native species"
143507,"SE2819",1132476,"Wildflower survey","NPMS Management","Path, track or road works"
144564,"ST8448",1132715,"Wildflower survey","NPMS Grazing","Low"
144564,"ST8448",1132715,"Wildflower survey","NPMS Habitat","Hedgerows of native species"
144567,"ST8448",1132764,"Wildflower survey","NPMS Grazing","Low"
144567,"ST8448",1132764,"Wildflower survey","NPMS Habitat","Arable margins"
143958,"SK8275",1132769,"Inventory survey","NPMS Management","Arable cropping"
143958,"SK8275",1132769,"Inventory survey","NPMS Habitat","Arable field margins"
143958,"SK8275",1132769,"Inventory survey","NPMS Management","Ditch-clearance"
144569,"ST8448",1132788,"Wildflower survey","NPMS Habitat","Lowland grassland"
144569,"ST8448",1132788,"Wildflower survey","NPMS Management","Grazing - livestock"
144569,"ST8448",1132788,"Wildflower survey","NPMS Grazing","Moderate"
144570,"ST8448",1132800,"Wildflower survey","NPMS Management","Other"
144570,"ST8448",1132800,"Wildflower survey","NPMS Habitat","Lowland grassland"
144570,"ST8448",1132800,"Wildflower survey","NPMS Management","Grazing - livestock"
144570,"ST8448",1132800,"Wildflower survey","NPMS Grazing","Moderate"
144571,"ST8448",1132830,"Wildflower survey","NPMS Habitat","Lowland grassland"
144571,"ST8448",1132830,"Wildflower survey","NPMS Grazing","Low"
144571,"ST8448",1132830,"Wildflower survey","NPMS Management","Tree planting"
144571,"ST8448",1132830,"Wildflower survey","NPMS Management","Fenced to exclude grazing"
144571,"ST8448",1132830,"Wildflower survey","NPMS Management","Other"
144458,"SP9908",1132865,"Indicator survey","NPMS Grazing","Moderate"
144458,"SP9908",1132865,"Indicator survey","NPMS Habitat","Hedgerows of native species"
144458,"SP9908",1132865,"Indicator survey","NPMS Management","Grazing - livestock"
144458,"SP9908",1132870,"Indicator survey","NPMS Management","Grazing - livestock"
144458,"SP9908",1132870,"Indicator survey","NPMS Grazing","Moderate"
144458,"SP9908",1132870,"Indicator survey","NPMS Habitat","Hedgerows of native species"
144481,"SJ3373",1132871,"Wildflower survey","NPMS Habitat","Hedgerows of native species"
144481,"SJ3373",1132871,"Wildflower survey","NPMS Management","Cutting / mowing"
144480,"SJ3373",1132892,"Wildflower survey","NPMS Habitat","Arable margins"
144480,"SJ3373",1132892,"Wildflower survey","NPMS Management","Herbicides to control weeds"
144480,"SJ3373",1132892,"Wildflower survey","NPMS Management","Arable cropping"
144459,"SP9908",1132910,"Indicator survey","NPMS Management","Arable cropping"
144459,"SP9908",1132910,"Indicator survey","NPMS Habitat","Arable margins"
144473,"SJ3373",1132911,"Wildflower survey","NPMS Management","Grazing - livestock"
144473,"SJ3373",1132911,"Wildflower survey","NPMS Habitat","Nutrient-poor lakes and ponds"
144473,"SJ3373",1132911,"Wildflower survey","NPMS Grazing","Low"
144459,"SP9908",1132925,"Indicator survey","NPMS Habitat","Arable margins"
144459,"SP9908",1132925,"Indicator survey","NPMS Management","Arable cropping"
144460,"SP9908",1132984,"Indicator survey","NPMS Habitat","Hedgerows of native species"
143958,"SK8275",1132985,"Inventory survey","NPMS Management","Ditch-clearance"
143958,"SK8275",1132985,"Inventory survey","NPMS Habitat","Arable field margins"
143958,"SK8275",1132985,"Inventory survey","NPMS Management","Arable cropping"
144460,"SP9908",1132986,"Indicator survey","NPMS Habitat","Hedgerows of native species"
144461,"SP9908",1133033,"Indicator survey","NPMS Grazing","High"
144461,"SP9908",1133033,"Indicator survey","NPMS Management","Grazing - rabbits / deer"
144461,"SP9908",1133033,"Indicator survey","NPMS Habitat","Lowland grassland"
144461,"SP9908",1133033,"Indicator survey","NPMS Management","Grazing - livestock"
144461,"SP9908",1133034,"Indicator survey","NPMS Management","Grazing - livestock"
144461,"SP9908",1133034,"Indicator survey","NPMS Grazing","High"
144461,"SP9908",1133034,"Indicator survey","NPMS Management","Grazing - rabbits / deer"
144461,"SP9908",1133034,"Indicator survey","NPMS Habitat","Lowland grassland"
143961,"SK8275",1133049,"Inventory survey","NPMS Management","Arable cropping"
143961,"SK8275",1133049,"Inventory survey","NPMS Management","Cutting / mowing"
143961,"SK8275",1133049,"Inventory survey","NPMS Habitat","Arable field margins"
144587,"SU9899",1133067,"Inventory survey","NPMS Habitat","Neutral pastures and meadows"
144587,"SU9899",1133067,"Inventory survey","NPMS Grazing","High"
144587,"SU9899",1133067,"Inventory survey","NPMS Management","Grazing - livestock"
143961,"SK8275",1133068,"Inventory survey","NPMS Management","Cutting / mowing"
143961,"SK8275",1133068,"Inventory survey","NPMS Habitat","Arable field margins"
143961,"SK8275",1133068,"Inventory survey","NPMS Management","Arable cropping"
144457,"SP9908",1133070,"Indicator survey","NPMS Habitat","Dry deciduous woodland"
144587,"SU9899",1133074,"Inventory survey","NPMS Habitat","Neutral pastures and meadows"
144587,"SU9899",1133074,"Inventory survey","NPMS Management","Grazing - livestock"
144587,"SU9899",1133074,"Inventory survey","NPMS Grazing","High"
144457,"SP9908",1133076,"Indicator survey","NPMS Habitat","Dry deciduous woodland"
143962,"SK8275",1133079,"Inventory survey","NPMS Habitat","Arable field margins"
143962,"SK8275",1133079,"Inventory survey","NPMS Management","Herbicides to control weeds"
143962,"SK8275",1133079,"Inventory survey","NPMS Management","Arable cropping"
144590,"SU9899",1133082,"Inventory survey","NPMS Grazing","Low"
144590,"SU9899",1133082,"Inventory survey","NPMS Habitat","Rivers and streams"
144590,"SU9899",1133082,"Inventory survey","NPMS Management","Cutting / mowing"
144590,"SU9899",1133090,"Inventory survey","NPMS Habitat","Rivers and streams"
144590,"SU9899",1133090,"Inventory survey","NPMS Management","Cutting / mowing"
144590,"SU9899",1133090,"Inventory survey","NPMS Grazing","Low"
144591,"SU9899",1133097,"Inventory survey","NPMS Habitat","Nutrient-rich lakes and ponds"
144591,"SU9899",1133099,"Inventory survey","NPMS Habitat","Nutrient-rich lakes and ponds"
144393,"TQ5554",1133112,"Inventory survey","NPMS Grazing","Low"
144393,"TQ5554",1133112,"Inventory survey","NPMS Management","Tree planting"
144393,"TQ5554",1133112,"Inventory survey","NPMS Habitat","Broadleaved woodland, hedges and scrub"
144592,"SU9899",1133123,"Inventory survey","NPMS Habitat","Dry deciduous woodland"
144393,"TQ5554",1133128,"Inventory survey","NPMS Habitat","Broadleaved woodland, hedges and scrub"
144393,"TQ5554",1133128,"Inventory survey","NPMS Management","Tree planting"
144393,"TQ5554",1133128,"Inventory survey","NPMS Grazing","Low"
144592,"SU9899",1133130,"Inventory survey","NPMS Habitat","Dry deciduous woodland"
133998,"TQ5319",1133131,"Wildflower survey","NPMS Habitat","Arable field margins"
133998,"TQ5319",1133131,"Wildflower survey","NPMS Grazing","Low"
133998,"TQ5319",1133131,"Wildflower survey","NPMS Management","Cutting / mowing"
133998,"TQ5319",1133131,"Wildflower survey","NPMS Management","Path, track or road works"
133998,"TQ5319",1133137,"Wildflower survey","NPMS Management","Path, track or road works"
133998,"TQ5319",1133137,"Wildflower survey","NPMS Management","Grazing - rabbits / deer"
133998,"TQ5319",1133137,"Wildflower survey","NPMS Management","Scrub clearance / tree felling"
133998,"TQ5319",1133137,"Wildflower survey","NPMS Habitat","Dry deciduous woodland"
133998,"TQ5319",1133137,"Wildflower survey","NPMS Grazing","Low"
133998,"TQ5319",1133138,"Wildflower survey","NPMS Habitat","Dry deciduous woodland"
133998,"TQ5319",1133138,"Wildflower survey","NPMS Grazing","Low"
133998,"TQ5319",1133138,"Wildflower survey","NPMS Management","Path, track or road works"
133998,"TQ5319",1133138,"Wildflower survey","NPMS Management","Coppicing"
